,brewery,address,city,type,url,,,
657,Battlemage Brewing Co,2870 Scott St Ste 102,"Vista, CA 92081-8556 ",Type: Micro,http://www.battlemagebrewing.com,,,
658,Bauhaus Brew Labs,1315 Tyler St NE,"Minneapolis, MN 55413-1530 ",Type: Micro,http://bauhausbrewlabs.com,,,
659,Bavarian Bierhaus,700 W Lexington Blvd,"Glendale, WI 53217-4912 ",Type: Brewpub,http://www.thebavarianbierhaus.com,,,
661,Bavarian Brothers Brewing,,"Shepherdstown, WV 25443-4601",Type: Planning,http://V.P.,,,
662,"Baxter Brewing Co, LLC",130 Mill St,"Lewiston, ME 04240-7774 ",Type: Regional,http://www.baxterbrewing.com,,,
664,Bay Bridge Brewing Co,688 Marsat Ct Ste B,"Chula Vista, CA 91911-4697 ",Type: Micro,http://www.baybridgebrewing.com,,,
665,Bay City Brewing Co.,4127 Whittier St # A,"San Diego, CA 92107-1816 ",Type: Micro,http://www.baycitybrewingco.com,,,
666,Bay State Beer Company,1 Turner Ln,"Sturbridge, MA 01566-1568 ",Type: Micro,http://www.baystatebeer.com,,,
667,Bay Street Brewery,,"Eustis, FL 32726-3484",Type: Planning,http://www.baystbrewery.com,,,
668,Bayern Brewing Inc.,1507 Montana St,"Missoula, MT 59801-1409 ",Type: Micro,http://www.bayernbrewery.com,,,
669,Bayne Brewing Company,19507 W Catawba Ave,"Cornelius, NC 28031-0107 ",Type: Micro,http://www.baynebrewingcompany.com,,,
671,Bayou Teche Brewing,1002 Noth Ln,"Arnaudville, LA 70512-3526 ",Type: Micro,http://www.bayoutechebrewing.com,,,
672,BBGB Brewery And Hop Farm,2000 Orchard Rd,"North Aurora, IL 60542-1674 ",Type: Brewpub,http://www.eathardware.com/,,,
673,B-CS  Zoigl Brewery,211 W Wm J Bryan Pkwy,"Bryan, TX 77803-3225 ",Type: Micro,http://www.bcs-zoigl.com,,,
674,Beach Chalet Brewing Co,1000 Great Hwy,"San Francisco, CA 94121-3268 ",Type: Brewpub,http://www.beachchalet.com,,,
675,Beach Haus Brewery,801 Main St,"Belmar, NJ 07719-2705 ",Type: Micro,http://Www.beachhausbeer.com,,,
677,Beachside Brew Pub,1368 Ocean Shore Blvd,"Ormond Beach, FL 32176-3630 ",Type: Micro,http://www.beachsidebrewpub.com,,,
678,Beachwood BBQ & Brewing,210 E 3rd St Ste A,"Long Beach, CA 90802-3197 ",Type: Brewpub,http://www.beachwoodbbq.com,,,
679,Beachwood Blendery,247 Long Beach Blvd,"Long Beach, CA 90802-3136 ",Type: Micro,http://beachwoodbbq.com/blendery.html,,,
681,Beale St. Brewing Co.,,"Memphis, TN 38104-6826",Type: Planning,http://www.bealestbrewing.com,,,
682,Beale's,510 Grove St,"Bedford, VA 24523 ",Type: Brewpub,http://www.bealesbeer.com,,,
684,Bear Bones Beer,43 Lisbon St,"Lewiston, ME 04240-7115 ",Type: Micro,http://www.bearbonesbeer.com,,,
687,Bear Creek Brews,10538 Nc 902 Hwy,"Bear Creek, NC 27207-9269 ",Type: Micro,http://www.bearcreekbrews.com,,,
688,Bear Island Brewing Company,3880 N Payson Ave,"Boise, ID 83704-4016 ",Type: Micro,http://www.bearislandbrewing.com,,,
689,Bear Republic Brewing Co,345 Healdsburg Ave,"Healdsburg, CA 95448-4105 ",Type: Regional,http://www.bearrepublic.com,,,
691,Bear Roots Brewing Company,1213 S Santa Fe Ave,"Vista, CA 92083-7230 ",Type: Micro,http://www.bearrootsbrewing.com,,,
692,Beara Brewing Co.,2800 Lafayette Rd,"Portsmouth, NH 03801-5915 ",Type: Micro,http://www.bearairishbrew.com,,,
693,Bearded Fox Brewing Co.,11729 Spring Cypress Rd Ste R,"Tomball, TX 77377-6063 ",Type: Micro,http://www.beardedfoxbrewing.com,,,
694,Bearded Iris Brewing,101 Van Buren St,"Nashville, TN 37208-1719 ",Type: Micro,http://www.beardedirisbrewing.com,,,
696,Beards Brewery,215 E Lake St,"Petoskey, MI 49770-2415 ",Type: Brewpub,http://www.beardsbrewery.com,,,
700,BearWaters Brewing Co,101 Park St,"Canton, NC 28716-4319 ",Type: Brewpub,http://www.bwbrewing.com,,,
701,Beaver Beer Co,PO Box 4,"Greens Farms, CT 06838-0004 ",Type: Contract,http://www.beaverbeer.com,,,
702,Beaver Brewing Co,1820 7th Ave,"Beaver Falls, PA 15010-4001 ",Type: Brewpub,http://www.beaverbrewingcompany.com,,,
703,Beaver Creek Brewery,104 W Orgain Ave,"Wibaux, MT 59353-8001 ",Type: Micro,http://www.beavercreekbrewery.com,,,
704,Beaver Island Brewing Company,216 6th Ave S,"Saint Cloud, MN 56301-4304 ",Type: Micro,http://www.beaverislandbrew.com,,,
705,Beaver Street Brewery,11 S Beaver St Ste 1,"Flagstaff, AZ 86001-5500 ",Type: Brewpub,http://www.beaverstreetbrewery.com,,,
706,Beaverhead Brewing Co,218 S Montana St,"Dillon, MT 59725-2438 ",Type: Micro,http://www.beaverheadbeer.com,,,
707,Beavers Bend Brewery,46 Coho Rd,"Broken Bow, OK 74728-6765 ",Type: Micro,http://www.beaversbendbrewery.com,,,
708,Bedlam Brewing LLC,2303 N Augusta St,"Staunton, VA 24401-2597 ",Type: Brewpub,http://www.facebook.com/Bedlam-Brewing-536957559822021,,,
710,Beech Mountain Brewing Company,1007 Beech Mountain Pkwy,"Beech Mountain, NC 28604-8018 ",Type: Micro,http://www.beechmountainresort.com,,,
711,Beehive Basin Brewery,PO Box 160774,"Big Sky, MT 59716-0774 ",Type: Micro,http://www.beehivebasinbrewery.com,,,
713,Beer By Design Brewery,11490 Jackson St,"Thornton, CO 80233-2533 ",Type: Contract,http://www.beerbydesign.com,,,
714,Beer Church Brewing Company,24 S Whittaker St,"New Buffalo, MI 49117-1820 ",Type: Contract,http://www.beerchurchbrewing.com,,,
715,Beer Engine,107 Larrimore Ln,"Danville, KY 40422-1674 ",Type: Micro,http://www.kybeerengine.com,,,
718,Beer Lab HI,1010 University Ave Ste B1,"Honolulu, HI 96826-1537 ",Type: Micro,http://www.beerlabhi.com,,,
719,Beer Naked Brewery,7678 VT-RTE 9,"Marlboro, VT 05344 ",Type: Brewpub,http://www.beernakedbrewery.com,,,
722,"Beer Research Institute, The",1641 S Stateley Dr Ste 104,"Mesa, AZ 85204 ",Type: Brewpub,http://www.bri.beer,,,
723,Beer Tree Brew Co,197 Rte 369,"Port Crane, NY 13833 ",Type: Micro,http://www.beertreebrew.com,,,
724,Beer Valley Brewing Co,937 SE 12th Ave,"Ontario, OR 97914-4473 ",Type: Micro,http://www.beervalleybrewing.com,,,
726,Beerded Brothers Brewing,15005 NE 26th St,"Vancouver, WA 98684-7839 ",Type: Micro,http://www.beerdedbrothers.com,,,
727,Beerfoot Beach Bar,2816 Avenue R 1/2,"Galveston, TX 77550-7742 ",Type: Micro,http://www.yagaspresents.com/beerfoot/index.html,,,
728,Begyle Brewing,1800 W Cuyler Ave Ste 1E,"Chicago, IL 60613-3892 ",Type: Micro,http://www.begylebrewing.com,,,
731,Belching Beaver Brewery Vista,980 Park Center Dr Ste A,"Vista, CA 92081-8351 ",Type: Micro,http://www.belchingbeaver.com,,,
733,Belfast Bay Brewing Co,100 Searsport Ave,"Belfast, ME 04915-7221 ",Type: Contract,http://www.belfastbaybrewing.com,,,
734,Belford Brewing Company,84 Leonardville Rd,"Belford, NJ 07718-1144 ",Type: Micro,http://www.belfordbrewing.com,,,
735,Belgian Mare Brewery,207 Gilsum Mine Rd,"Alstead, NH 03602-3915 ",Type: Micro,http://www.belgianmare.com,,,
736,Bella Brewing,4340 W Chinden Blvd,"Garden City, ID 83714-4866 ",Type: Micro,http://www.bellabrewing.com,,,
737,Bella Casa Di Vino,201 N Riverside Ave,"Saint Clair, MI 48079-5491 ",Type: Brewpub,http://www.suescoffeehouse.com,,,
738,Belle Isle Restaurant and Brewing Co,1900 NW Expressway Ste 44,"Oklahoma City, OK 73118-1832 ",Type: Brewpub,http://www.okclive.com/belleisle,,,
739,Bellefonte Brewing Co,3605 Old Capitol Trl Unit C7/C8,"Wilmington, DE 19808-6043 ",Type: Micro,http://www.bellefontebrewingco.com,,,
740,Bellevue Brewing Co,1820 130th Ave NE # 2,"Bellevue, WA 98005-2205 ",Type: Brewpub,http://www.bellevuebrewing.com,,,
741,Bellport Brewing Company,156 Hallock Landing Rd,"Rocky Point, NY 11778-8986 ",Type: Proprietor,http://www.bellportbrewing.com,,,
742,"Bell's Brewery, Inc",8938 Krum Ave,"Galesburg, MI 49053-9558 ",Type: Regional,http://www.bellsbeer.com,,,
744,Belltown Brewery,200 Bell St,"Seattle, WA 98121-1716 ",Type: Brewpub,http://www.belltownbrewingseattle.com,,,
745,Bellwether Brewing Co,2019 N Monroe St,"Spokane, WA 99205-4542 ",Type: Micro,http://www.bellwetherbrewing.net,,,
746,Belly Love Brewing Company,725 E Main St,"Purcellville, VA 20132-3178 ",Type: Brewpub,http://www.bellylovebrewing.com,,,
747,Belly Up Beer Company,,"Western Springs, IL 60558",Type: Micro,http://www.bellyupbeer.com,,,
748,Belmont Brewing Co,25 39th Pl,"Long Beach, CA 90803-2806 ",Type: Brewpub,http://www.belmontbrewing.com,,,
749,Below the Radar Brewing Co,220 Holmes Ave NE,"Huntsville, AL 35801-4837 ",Type: Brewpub,http://www.btrbrew.com,,,
750,Beltway Brewing Company,22620 Davis Dr Ste 110,"Sterling, VA 20164-4470 ",Type: Micro,http://www.beltwaybrewco.com,,,
751,Bemidji Brewing Company,211 America Ave NW,"Bemidji, MN 56601-3176 ",Type: Micro,http://www.bemidjibeer.com,,,
752,Benchmark Brewing Co,6190 Fairmount Ave Ste G,"San Diego, CA 92120-3428 ",Type: Micro,http://www.benchmarkbrewing.com,,,
753,Benchtop Brewing Company,1129 Boissevain Ave,"Norfolk, VA 23507-1401 ",Type: Micro,http://www.benchtopbrewing.com,,,
754,Bend Brewing Co,1019 NW Brooks St,"Bend, OR 97703-2018 ",Type: Brewpub,http://www.bendbrewingco.com,,,
756,"Bengal Brewing, LLC.",,"Spring Lake Park, MN 55432-2802",Type: Planning,http://www.BengalBrewingLLC.com,,,
757,Benjamin Beer Co,507 6th St,"Racine, WI 53403-1117 ",Type: Micro,http://www.benjaminbeer.com,,,
758,Bennidito's Brewpub,1909 E Sprague Ave,"Spokane, WA 99202-3120 ",Type: Brewpub,http://www.benniditosbrewpub.com,,,
759,Benny Brewing Co.,1429 Sans Souci Pkwy,"Wilkes Barre, PA 18706-6025 ",Type: Micro,http://www.martysblueroom.com,,,
760,Benoit-Casper Brewing,1201 Pennsylvania Ave Ste E,"Richmond, CA 94801-2300 ",Type: Micro,http://www.bcbrewing.com,,,
761,Ben's Tune-Up / Ben's Beer,195 Hilliard Ave,"Asheville, NC 28801-3616 ",Type: Brewpub,http://www.benstuneup.com,,,
762,Benson Brewery,6059 Maple St,"Omaha, NE 68104-4050 ",Type: Brewpub,http://www.bensonbrewery.com,,,
763,Bent Barrel Brewing Co,,"Hartford, SD 57033",Type: Planning,http://www.bentbarrel.com,,,
764,Bent Bine Brew Co. LLC,23297 SR 3 NE,"Belfair, WA 98394 ",Type: Brewpub,http://www.bentbine.com,,,
765,Bent Brewstillery,1744 Terrace Dr,"Roseville, MN 55113-1315 ",Type: Micro,http://www.bentbrewstillery.com,,,
766,Bent Hill Brewery,1972 Bent Hill Rd,"Randolph, VT 05060-8833 ",Type: Micro,http://www.benthilbrewery.com,,,
767,Bent Kettle Brewing Company,1507 Montclair Pl,"Fort Atkinson, WI 53538-3102 ",Type: Micro,http://www.bentkettle.com,,,
768,Bent Paddle Brewing Co,1912 W Michigan St,"Duluth, MN 55806-2135 ",Type: Micro,http://www.bentpaddlebrewing.com,,,
769,Bent River Brewing Co,1413 5th Ave,"Moline, IL 61265-1335 ",Type: Brewpub,http://www.bentriverbrewing.com,,,
770,Bent River Brewing Co,500 Jefferson St,"Burlington, IA 52601 ",Type: Brewpub,http://www.burlingtonbentriver.com,,,
771,Bent River Brewing Co Production & Tasting Room,512 24th St,"Rock Island, IL 61201-8928 ",Type: Micro,http://www.bentriverbrewery.com,,,
772,Bent Shovel Brewing,21678 S Latourette Rd,"Oregon City, OR 97045-9453 ",Type: Micro,http://www.bentshovelbrewing.com,,,
773,Bent Water Brewing Company,180 Commercial St Ste 18,"Lynn, MA 01905-3058 ",Type: Micro,http://www.bentwaterbrewing.com,,,
774,Bentonville Brewing Co,1700 S 1st St,"Rogers, AR 72756-5923 ",Type: Micro,http://www.bentonvillebrewing.com,,,
775,Berchman's Brewing Company,25 N Front St Ste 2,"Yakima, WA 98901-2648 ",Type: Micro,http://berchmansbrewingcompany.com/,,,
776,Berkeley Springs Brewing Co,110 Michigan Ln,"Berkeley Springs, WV 25411-3008 ",Type: Brewpub,http://www.berkeleyspringsbrewingcompany.com,,,
777,Berkley Beer Company,17 Cotley St,"Berkley, MA 02779-1101 ",Type: Micro,http://www.berkleybeer.com,,,
778,Berkshire Brewing Co Inc,PO Box 251,"South Deerfield, MA 01373-0251 ",Type: Regional,http://www.Berkshire-Brewing.com,,,
779,Berlin Brewing Company,220 S White Horse Pike,"Berlin, NJ 08009-1902 ",Type: Micro,http://www.berlinbrewco.com,,,
781,Berryessa Brewing Co,27260 State Highway 128,"Winters, CA 95694-9066 ",Type: Micro,http://www.berryessabrewingco.com,,,
782,Berthoud Brewing Company,450 S 8th St Unit B,"Berthoud, CO 80513 ",Type: Micro,http://www.berthoudbrewing.com,,,
785,Berwick Brewing Co,328 W Front St,"Berwick, PA 18603-4757 ",Type: Brewpub,http://www.berwickbrewing.com,,,
786,Beryl's Beer Co,3120-C Blake St,"Denver, CO 80205 ",Type: Micro,http://www.berylsbeerco.com/,,,
787,Bevel Craft Brewing,,"Bend, OR 97701-4924",Type: Planning,http://www.bevelbeer.com,,,
788,Beyond The Mountain Brewing Company,6035 Longbow Dr Unit 109,"Boulder, CO 80301-3203 ",Type: Micro,http://www.btmbrewing.com,,,
789,Bhramari Brewhouse,101 S Lexington Ave,"Asheville, NC 28801-3309 ",Type: Brewpub,http://www.bhramaribrewing.com,,,
790,Bias Brewing,,"Kalispell, MT 59901",Type: Planning,http://www.biasbrewing.com,,,
791,Bier Brewery and Taproom,5133 E 65th St,"Indianapolis, IN 46220-4816 ",Type: Micro,http://www.bierbrewery.com,,,
792,Bier Distillery,5295 West River Dr NE Ste 100,"Comstock Park, MI 49321-8030 ",Type: Micro,http://bierdistillery.com,,,
793,Bier One Brewing,424 SW Coast Hwy,"Newport, OR 97365-4930 ",Type: Micro,http://www.bier-one.com,,,
794,Biercamp,1643 S State St,"Ann Arbor, MI 48104-4302 ",Type: Brewpub,http://www.bier-camp.com,,,
795,Biere De Mac Brew Works,14277 N Mackinaw Hwy,"Mackinaw City, MI 49701-8622 ",Type: Micro,http://www.bieredemac.com,,,
797,Bierstadt Lagerhaus,2875 Blake St,"Denver, CO 80205-2210 ",Type: Micro,http://www.bierstadtlager.com,,,
798,BierWerks,121 E. Midland Ave,"Woodland Park, CO 80863 ",Type: Brewpub,http://www.bierwerks.com,,,
799,Big Alice Brewing Company,808 43rd Rd,"Long Island City, NY 11101-6820 ",Type: Micro,http://www.bigalicebrewing.com,,,
800,Big Ash Brewing Company,,"Cincinnati, OH 45244-3244",Type: Planning,http://www.BigAshBrewing.com,,,
801,Big Axe Brewing Company,25435 Main St,"Nisswa, MN 56468-5001 ",Type: Brewpub,http://www.bigaxebrewing.com,,,
802,Big Barn Brewing Co / Bodacious Berries Fruits and Brews,16004 N Applewood Ln,"Mead, WA 99021-7818 ",Type: Micro,http://www.bigbarnbrewing.com,,,
803,Big Beach Brewing Company,300 E 24th Ave,"Gulf Shores, AL 36542-3104 ",Type: Micro,http://www.bigbeachbrewing.com,,,
804,Big Bear Brewing Co,1800 N University Dr,"Coral Springs, FL 33071-6031 ",Type: Brewpub,http://www.bigbearbrewingco.com,,,
805,Big Bear Lake Brewing Co,40827 Stone Rd,"Big Bear Lake, CA 92315 ",Type: Brewpub,http://www.bblbc.com,,,
806,Big Bear Mountain Brewery,40260 Big Bear Blvd,"Big Bear Lake, CA 92315 ",Type: Brewpub,http://www.mountainbrewery.com,,,
807,Big Beaver Brewing Co,2707 W Eisenhower Blvd Ste 9,"Loveland, CO 80537-3141 ",Type: Micro,http://www.bigbeaverbrew.com,,,
808,Big Bend Brewing Co,2809 W Highway 90,"Alpine, TX 79830-4127 ",Type: Micro,http://www.bigbendbrewing.com,,,
809,Big Block Brewing,24859 NE 2nd Ct,"Sammamish, WA 98074-3428 ",Type: Micro,http://www.bigblockbrewery.com,,,
810,Big Blue Brewing,4721 SE 10th Pl,"Cape Coral, FL 33904-9168 ",Type: Brewpub,http://www.bigbluebrewing.com,,,
812,Big Boiler Brewing,318 E Main St,"Lowell, MI 49331-1714 ",Type: Brewpub,http://bigboilerbrewing.com,,,
813,Big Boss Brewing Co,1249 Wicker Dr Ste A,"Raleigh, NC 27604-1683 ",Type: Micro,http://www.bigbossbrewing.com,,,
814,Big Bottom Brewery,6 Tristan Dr,"Dillsburg, PA 17019-1627 ",Type: Micro,http://www.facebook.com/bigbottombrewery,,,
815,Big Cat Brewing Company,8699 S Good Harbor Trl,"Cedar, MI 49621-8580 ",Type: Brewpub,http://www.bigcatbrewingco.com,,,
816,Big Choice Brewing Co,21 S 1st Ave,"Brighton, CO 80601-1603 ",Type: Micro,http://www.bigchoicebrewing.com,,,
817,Big Data Brewing Company LLC,,"Sterling, VA 20165-7227",Type: Planning,http://www.bigdatabrewco.com/,,,
818,Big Ditch Brewing Company,55 E Huron St,"Buffalo, NY 14203-1632 ",Type: Micro,http://www.bigditchbrewing.com,,,
819,Big Dog's Brewing Co,4547 N Rancho Dr Ste A,"Las Vegas, NV 89130-3432 ",Type: Brewpub,http://www.bigdogsbrews.com,,,
820,Big Elm Brewing,65 Silver St,"Sheffield, MA 01257 ",Type: Micro,http://www.bigelmbrewery.com,,,
821,Big Frog Brewing Company,2122 Dayton Blvd,"Red Bank, TN 37415-6414 ",Type: Micro,http://www.bigfrogbrewery.com,,,
822,Big Grove Brewery,1225 S Gilbert St,"Iowa City, IA 52240-4507 ",Type: Micro,http://www.biggrovebrewery.com,,,
824,Big Hart Brewing Company,4086 W Polk Rd,"Hart, MI 49420-8172 ",Type: Brewpub,http://www.bighartbrewing.com,,,
825,Big Head Brewing Co.,6204 W State St,"Milwaukee, WI 53213-2906 ",Type: Micro,http://www.bigheadbrewingco.com,,,
826,Big Horse Brewpub,115 State St,"Hood River, OR 97031-2315 ",Type: Brewpub,http://www.bighorsebrewpub.com,,,
827,Big Inlet Brewing,,"Mayville, NY 14757-9730",Type: Planning,http://www.biginletbrewing.com,,,
828,Big Island Brewhaus,64-1066 Mamalahoa Hwy Unit 5,"Kamuela, HI 96743-7309 ",Type: Brewpub,http://www.bigislandbrewhaus.com,,,
830,Big Lake Brewing,13 W 7th St,"Holland, MI 49423-2821 ",Type: Micro,http://www.biglakebrewing.com,,,
833,Big Lick Brewing Company,409 Salem Ave SW,"Roanoke, VA 24016 ",Type: Micro,http://www.biglickbrewingco.com,,,
835,Big Muddy Brewing Co,1430 N 7th St,"Murphysboro, IL 62966-3938 ",Type: Micro,http://www.bigmuddybrewing.com,,,
836,Big Rack Brew Haus,2475 Hiatt Apple Trl,"Winterset, IA 50273-8113 ",Type: Micro,http://www.bigrackbrewhaus.com,,,
837,Big Rail Brewing,,",  ",Type: Planning,http://Www.bigrailbrewing.com,,,
838,Big Rip Brewing Company,216 E 9th Ave,"North Kansas City, MO 64116-4315 ",Type: Micro,http://www.bigripbrewing.com,,,
840,Big River Grille & Brewing Works - Chattanooga,222 Broad St,"Chattanooga, TN 37402-1009 ",Type: Brewpub,http://www.craftworksrestaurants.com,,,
842,Big Rock Chop House & Brewery,245 S Eton St,"Birmingham, MI 48009-6577 ",Type: Contract,http://www.bigrockchophouse.com,,,
843,Big Sexy Brewing Company,5861 88th St Ste 800,"Sacramento, CA 95828-1131 ",Type: Micro,http://www.bigsexybrewing.com,,,
845,Big Sky Brewing Co,5417 Trumpeter Way,"Missoula, MT 59808-8680 ",Type: Regional,http://www.bigskybrew.com,,,
846,Big Slide Brewery,5686 Cascade Road,"Lake Placid, NY 12946 ",Type: Brewpub,http://www.bigslidebrewery.com,,,
848,Big Storm Brewing Co.,12707 49th St N,"Clearwater, FL 33762-4604 ",Type: Micro,http://www.bigstormbrewery.com,,,
849,Big Stump Brewing Company,1716 L St,"Sacramento, CA 95811-4024 ",Type: Micro,http://www.bigstumpbrewco.com/,,,
850,Big Texan Brewery,7701 Interstate 40 Access Rd,"Amarillo, TX 79118-6915 ",Type: Brewpub,http://www.bigtexan.com,,,
852,Big Thorn Farm and Brewery,14274 E 600 North Rd,"Georgetown, IL 61846-7594 ",Type: Micro,http://www.bigthornfarm.com,,,
853,Big Timber Brewing,1210 S Davis Ave,"Elkins, WV 26241-3437 ",Type: Micro,http://www.bigtimberbrewing.com,,,
854,Big Time Brewery,4133 University Way NE,"Seattle, WA 98105-6213 ",Type: Brewpub,http://www.bigtimebrewery.com,,,
855,Big Top Brewing Company,6111 Porter Way Unit B,"Sarasota, FL 34232-6224 ",Type: Micro,http://Bigtopbrewing.com,,,
857,Big Truck Brewery,,"Parkton, MD 21120-9004",Type: Planning,http://www.bigtruckfarms.com,,,
858,Big Tupper Brewing,96 Park St,"Tupper Lake, NY 12986-1719 ",Type: Brewpub,http://www.bigtupperbrewing.com,,,
859,Big Ugly Brewing Co,1296 Battlefield Blvd S,"Chesapeake, VA 23322-4378 ",Type: Micro,http://www.biguglybrewing.com,,,
860,Big Water Brewery,24 Robie Rd,"Salisbury, NH 03268-5423 ",Type: Micro,http://www.bigwaterbrewery.net,,,
861,Big Wood Brewery,2222 4th St Ste REAR,"White Bear Lake, MN 55110-3045 ",Type: Micro,http://www.bigwoodbrewery.com,,,
862,Big Woods Brewery,PO Box 100,"Nashville, IN 47448-0100 ",Type: Brewpub,http://www.bigwoodsbeer.com,,,
863,Bigelow Brewing Company,473 Bigelow Hill Rd,"Skowhegan, ME 04976-5126 ",Type: Brewpub,http://www.bigelowbrewing.com,,,
865,Bike Rack Brewing Co,410 SW A St Ste 6,"Bentonville, AR 72712-5839 ",Type: Micro,http://www.bikerackbrewing.com,,,
867,Bike TrAle Brewing,101 Loudoun St SE,"Leesburg, VA 20175-3106 ",Type: Micro,http://www.BikeTrAleBrewing.com,,,
868,Biker Brew House,5700 Interstate Blvd,"Austintown, OH 44515-1170 ",Type: Micro,http://www.bikerbrewhouse.com,,,
869,Bilbo's Pizza and Brewery,3307 Stadium Dr,"Kalamazoo, MI 49008-1528 ",Type: Brewpub,http://www.bilbospizza.com,,,
870,Bill's Brewing Co.,4238 Market St.,"Wilmington, NC 28403 ",Type: Brewpub,http://www.billsfrontporch.com,,,
872,Bill's Tavern and Brewhouse,188 N Hemlock St,"Cannon Beach, OR 97110-3037 ",Type: Brewpub,http://www.billstavernandbrewhouse.com,,,
873,Billsburg Brewery,2054 Jamestown Rd,"Williamsburg, VA 23185-7911 ",Type: Micro,http://www.billsburg.com,,,
874,Biloba Brewing,18720 Pleasant St Stop 4,"Brookfield, WI 53045-3447 ",Type: Micro,http://www.bilobabrewing.com,,,
875,Biloxi Brewing Co,186 Bohn St,"Biloxi, MS 39530-3812 ",Type: Micro,http://www.biloxibrewing.com,,,
876,Biltmore Brewing Company,1 N Pack Sq C/O Biltmore Winery Estates,"Asheville, NC 28801-3462 ",Type: Proprietor,http://www.biltmore.com,,,
877,Bine Valley Brewing,,"Salem, OR 97302-1130",Type: Planning,http://www.binebrews.com,,,
878,Binghamton Brewing Co,15 Avenue B,"Johnson City, NY 13790-2234 ",Type: Micro,http://www.bingbrew.com,,,
881,Birch's On the Lake,1310 W Wayzata Blvd,"Long Lake, MN 55356-8314 ",Type: Brewpub,http://www.birchsrestaurantandbar.com,,,
882,Bircus Brewing,322 Elm St,"Ludlow, KY 41016-1451 ",Type: Micro,http://www.bircus.com,,,
885,Bird Street Brewing,242 Heinlen St,"Lemoore, CA 93245-2947 ",Type: Micro,http://www.birdstreetbrewing.com,,,
886,Birdboy Brewing Co,210 E Collins Rd,"Fort Wayne, IN 46825-5304 ",Type: Micro,http://www.birdboybrewing.com,,,
887,BirdFish Brewing Co,16 S Main St,"Columbiana, OH 44408-1348 ",Type: Micro,http://www.birdfishbrew.com,,,
889,Birdsong Brewing Co.,1016 N Davidson St,"Charlotte, NC 28206-3371 ",Type: Micro,http://www.birdsongbrewing.com,,,
890,BirdsView Brewing Co,38302 State Route 20,"Concrete, WA 98237-9460 ",Type: Micro,http://www.birdsviewbrewingcompany.com,,,
892,Birravino,183 Riverside Ave,"Red Bank, NJ 07701-1015 ",Type: Brewpub,http://www.birravino.com,,,
893,Birreria @ Eataly,200 5th Ave Fl 14,"New York, NY 10010-3302 ",Type: Brewpub,http://www.eatalyny.com,,,
894,Birreria @ Eataly,43 E Ohio St,"Chicago, IL 60611-2701 ",Type: Brewpub,http://www.eataly.com,,,
896,Bismarck Brewing,1100 Canada Ave. Suite 1,"Bismark, ND 58503 ",Type: Brewpub,http://www.bismarckbrewing.com,,,
897,Bison Brewing Co,1627 S 7th St,"San Jose, CA 95112-5932 ",Type: Contract,http://bisonbrew.com,,,
898,Bissell Brothers Brewing,4 Thompsons Pt Ste 108,"Portland, ME 04102-2639 ",Type: Micro,http://www.bissellbrothers.com,,,
899,Bistronomy B2B Craft Brewery,3118 Central Ave SE,"Albuquerque, NM 87106-2216 ",Type: Brewpub,http://www.bistronomyb2b.com,,,
900,Bitter Brothers Brewing Co.,4170 Morena Blvd Ste F,"San Diego, CA 92117-5252 ",Type: Micro,http://www.bitterbrothers.com,,,
901,Bitter Creek Brewing Co,604 Broadway St,"Rock Springs, WY 82901-6348 ",Type: Brewpub,http://www.bittercreekbrewing.com,,,
903,Bitter Root Brewing Co,101 Marcus St,"Hamilton, MT 59840-2541 ",Type: Micro,http://www.bitterrootbrewing.com,,,
904,Bitter Sisters Brewing Company,15103 Surveyor Blvd,"Addison, TX 75001-4316 ",Type: Micro,http://www.bittersistersbrewery.com,,,
905,"Bittersweet Brewing Company, LLC",191 S Oak Park Blvd Ste 3,"Grover Beach, CA 93433-2265 ",Type: Micro,http://www.bittersweetbrewing.com,,,
908,BJs Restaurant & Brewery - Boulder,1690 28th St,"Boulder, CO 80301- ",Type: Brewpub,http://www.bjsrestaurants.com,,,
911,BJs Restaurant & Brewery - Reno,13999 S Virginia St,"Reno, NV 89511-8917 ",Type: Brewpub,http://www.bjsbrewhouse.com,,,
913,BKS Artisan Ales,633 E 63rd St,"Kansas City, MO 64110 ",Type: Micro,http://www.bksartisanales.com,,,
914,Black & Gray Brewing Co.,,",  ",Type: Planning,http://www.blackandgraybrewing.com,,,
915,Black Acre Brewing Co,5632 E Washington St,"Indianapolis, IN 46219-6428 ",Type: Brewpub,http://www.blackacrebrewing.com,,,
917,Black Bear Brewery,19 Mill St Ste 4,"Orono, ME 04473-4095 ",Type: Micro,http://www.blackbearmicrobrew.com,,,
918,Black Bottle Brewery,1611 S College Ave Ste STE1609,"Fort Collins, CO 80525-1074 ",Type: Brewpub,http://www.blackbottlebrewery.com,,,
919,Black Bridge Brewery,421 E Beale St,"Kingman, AZ 86401-5833 ",Type: Micro,http://www.blackbridgebrewery.com,,,
920,Black Cap Brewing Company,5 W High St,"Red Lion, PA 17356-1701 ",Type: Brewpub,http://www.blackcapbrew.com,,,
921,Black Cat Brewing,,"Boulder, CO 80306-0452",Type: Planning,http://www.blackcatbrewing.com,,,
922,Black Cloister Brewing Co,619 Monroe St,"Toledo, OH 43604-1015 ",Type: Brewpub,http://www.blackcloister.com,,,
